company_id,company_name,industry,region,year,quarter,reporting_period,department,revenue_usd_m,opex_usd_m,production_output_units,energy_consumption_mwh,renewable_energy_share_pct,scope1_emissions_tco2e,scope2_emissions_tco2e,scope3_emissions_tco2e,water_withdrawal_m3,water_recycled_pct,waste_generated_tonnes,waste_recycled_pct,headcount,female_pct,minority_pct,avg_training_hours_per_employee,employee_turnover_pct,lost_time_incident_rate,community_investment_usd_m,pay_equity_ratio_female_to_male,employee_engagement_score,board_size,independent_directors_pct,board_gender_diversity_pct,anti_corruption_training_pct,data_breaches_count,whistleblower_reports,fines_penalties_usd_m,esg_policy_coverage_pct,supplier_code_of_conduct_coverage_pct,emissions_intensity_tco2e_per_musd,esg_score,controversy_level_0_low_3_high
FIN04,FinGuard Bank,Financials,Asia,2024,4,2024-Q4,R&D,162.43,89.95,12494,426.8,0.452,40.38,7.03,103.04,300.1,0.592,25.97,0.561,14,0.352,0.351,14.23,0.22,0.14,0.302,0.947,80.5,12,0.649,0.345,0.911,0,0,0.0,0.889,0.67,0.93,57.9,1
FIN04,FinGuard Bank,Financials,Asia,2024,4,2024-Q4,Sales,297.21,214.45,3463,659.3,0.519,23.03,11.71,134.95,1811.0,0.406,142.39,0.565,5,0.455,0.377,22.85,0.211,0.25,0.941,0.995,90.8,12,0.648,0.345,0.797,0,0,0.161,0.927,0.849,0.57,61.9,1
FIN04,FinGuard Bank,Financials,Latin America,2024,4,2024-Q4,HR,43.66,36.38,2587,76.2,0.463,19.94,12.52,117.87,114.8,0.451,18.84,0.706,92,0.275,0.308,17.44,0.08,0.2,0.337,0.962,71.7,12,0.765,0.358,0.847,0,1,0.013,0.817,0.985,3.44,56.3,0
FIN04,FinGuard Bank,Financials,Asia,2024,4,2024-Q4,Finance,72.98,53.8,8670,136.4,0.453,19.95,19.01,124.33,530.6,0.465,22.37,0.741,77,0.306,0.33,22.52,0.118,0.23,0.117,0.991,72.4,12,0.525,0.356,0.91,0,0,0.033,1.0,0.724,2.24,56.8,0
FIN04,FinGuard Bank,Financials,Latin America,2024,4,2024-Q4,IT,126.39,80.8,7735,173.1,0.666,19.61,0.0,87.14,107.6,0.34,18.59,0.592,5,0.428,0.323,14.33,0.16,0.05,0.109,0.916,68.1,12,0.632,0.329,0.863,0,1,0.0,0.868,0.502,0.84,53.6,0
FIN04,FinGuard Bank,Financials,Asia,2024,4,2024-Q4,Facilities,221.01,160.21,34976,510.3,0.392,36.87,0.0,123.2,348.8,0.568,64.35,0.674,60,0.409,0.307,16.63,0.152,0.62,0.064,1.035,82.9,12,0.696,0.321,0.78,0,0,0.0,0.899,0.754,0.72,61.3,0
HLT05,HealTrust Health,Healthcare,North America,2021,1,2021-Q1,Operations,282.41,193.83,33673,534.2,0.317,36.58,34.43,252.27,4396.2,0.494,69.25,0.435,87,0.449,0.332,9.9,0.184,0.9,1.241,0.953,67.4,10,0.646,0.278,0.803,1,0,0.0,0.745,0.611,1.14,52.5,0
HLT05,HealTrust Health,Healthcare,Latin America,2021,1,2021-Q1,Supply Chain,157.67,120.29,6601,693.9,0.359,31.43,49.84,421.9,380.6,0.464,38.62,0.149,34,0.381,0.381,22.04,0.161,0.13,0.0,0.946,77.9,10,0.598,0.313,0.778,0,0,0.086,0.506,0.644,3.19,48.9,0
HLT05,HealTrust Health,Healthcare,North America,2021,1,2021-Q1,R&D,134.15,114.12,6100,380.8,0.174,15.22,29.99,180.39,553.6,0.362,78.5,0.558,64,0.212,0.414,20.11,0.156,0.35,0.0,0.882,70.6,10,0.598,0.279,0.692,0,0,0.0,0.743,0.618,1.68,45.6,3
HLT05,HealTrust Health,Healthcare,North America,2021,1,2021-Q1,Sales,328.41,266.57,4036,1420.8,0.231,158.08,103.19,729.25,1218.0,0.321,88.63,0.433,24,0.474,0.259,15.27,0.241,0.11,0.484,0.913,80.3,10,0.574,0.27,0.677,0,1,0.0,0.744,0.561,3.02,46.6,0
HLT05,HealTrust Health,Healthcare,Asia,2021,1,2021-Q1,HR,49.99,31.67,3495,170.9,0.341,27.83,15.89,126.64,240.8,0.356,15.61,0.602,5,0.434,0.295,11.99,0.261,0.05,0.153,0.956,61.1,10,0.631,0.283,0.809,0,1,0.172,0.723,0.461,3.41,50.5,1
HLT05,HealTrust Health,Healthcare,Europe,2021,1,2021-Q1,Finance,62.73,49.78,3394,571.6,0.399,52.99,27.13,248.78,216.4,0.342,46.45,0.397,59,0.469,0.279,19.56,0.162,0.6,0.36,0.94,69.7,10,0.616,0.284,0.675,0,0,0.047,0.805,0.427,5.24,50.2,0
HLT05,HealTrust Health,Healthcare,North America,2021,1,2021-Q1,IT,81.07,51.12,2573,234.6,0.197,28.93,21.05,221.41,143.7,0.405,14.02,0.312,80,0.284,0.168,19.49,0.165,0.26,0.0,0.947,70.5,10,0.679,0.246,0.777,1,0,0.205,0.78,0.52,3.35,47.7,2
HLT05,HealTrust Health,Healthcare,North America,2021,1,2021-Q1,Facilities,161.39,106.48,13864,438.1,0.332,60.95,41.42,451.9,547.1,0.297,52.68,0.481,76,0.537,0.214,17.3,0.217,0.87,0.772,0.968,66.7,10,0.69,0.243,0.682,0,2,0.041,0.676,0.432,3.43,52.6,1
HLT05,HealTrust Health,Healthcare,North America,2021,2,2021-Q2,Operations,344.29,250.48,9205,2132.4,0.248,212.32,132.5,869.72,1219.2,0.274,433.59,0.45,118,0.454,0.453,9.16,0.132,1.24,0.849,0.944,71.2,10,0.608,0.316,0.663,0,2,0.191,0.694,0.55,3.53,48.9,1
HLT05,HealTrust Health,Healthcare,Europe,2021,2,2021-Q2,Supply Chain,157.46,117.85,5589,1113.7,0.305,101.06,81.86,962.13,319.7,0.356,80.61,0.304,56,0.345,0.314,17.83,0.119,0.24,0.169,0.925,80.4,10,0.591,0.273,0.707,0,0,0.244,0.858,0.613,7.27,46.4,1
HLT05,HealTrust Health,Healthcare,Europe,2021,2,2021-Q2,R&D,121.81,76.74,4327,299.6,0.43,19.83,1.43,75.14,295.9,0.246,68.9,0.467,84,0.434,0.203,10.77,0.248,0.26,0.913,0.936,66.2,10,0.608,0.261,0.716,1,2,0.0,0.652,0.623,0.79,48.7,0
HLT05,HealTrust Health,Healthcare,North America,2021,2,2021-Q2,Sales,206.92,117.53,9152,2350.1,0.395,180.4,115.59,1181.79,1123.6,0.322,18.44,0.561,30,0.457,0.447,11.69,0.188,0.5,0.159,0.98,67.9,10,0.678,0.281,0.77,0,1,0.227,0.721,0.552,7.14,53.0,1
HLT05,HealTrust Health,Healthcare,Europe,2021,2,2021-Q2,HR,50.41,41.29,2199,139.9,0.29,20.73,22.18,111.84,75.7,0.365,13.62,0.596,5,0.499,0.264,21.0,0.283,0.09,0.255,1.022,70.4,10,0.622,0.314,0.752,0,0,0.0,0.791,0.35,3.07,55.1,0
HLT05,HealTrust Health,Healthcare,Europe,2021,2,2021-Q2,Finance,51.56,43.2,2815,187.7,0.445,6.98,11.73,48.01,379.7,0.396,18.1,0.415,38,0.505,0.28,16.62,0.208,0.48,0.124,0.913,72.2,10,0.634,0.345,0.721,0,0,0.201,0.821,0.626,1.29,52.8,0
HLT05,HealTrust Health,Healthcare,Europe,2021,2,2021-Q2,IT,79.26,66.71,1464,269.5,0.294,22.92,21.45,89.14,519.1,0.449,33.0,0.747,62,0.361,0.243,13.1,0.197,0.2,1.144,0.984,75.8,10,0.573,0.27,0.825,1,1,0.151,0.704,0.48,1.68,54.5,2
HLT05,HealTrust Health,Healthcare,Latin America,2021,2,2021-Q2,Facilities,162.67,121.84,8579,775.7,0.334,78.18,36.41,306.71,331.0,0.418,78.23,0.435,102,0.357,0.416,9.72,0.121,0.87,0.302,0.914,70.3,10,0.675,0.278,0.634,0,1,0.0,0.774,0.495,2.59,48.4,0
HLT05,HealTrust Health,Healthcare,North America,2021,3,2021-Q3,Operations,230.81,156.12,7930,762.7,0.348,67.73,51.58,513.02,1122.9,0.312,58.01,0.43,133,0.357,0.428,16.92,0.244,0.87,0.123,0.99,79.8,10,0.614,0.341,0.788,0,0,0.189,0.821,0.786,2.74,57.0,0
HLT05,HealTrust Health,Healthcare,Europe,2021,3,2021-Q3,Supply Chain,132.51,109.7,8572,304.6,0.401,43.04,23.81,267.95,614.7,0.291,56.63,0.429,75,0.476,0.292,20.13,0.257,0.47,0.0,0.922,65.1,10,0.658,0.254,0.791,0,0,0.0,0.766,0.622,2.53,51.2,2
HLT05,HealTrust Health,Healthcare,Latin America,2021,3,2021-Q3,R&D,111.26,87.51,5264,354.2,0.358,0.0,28.51,88.57,253.8,0.357,31.47,0.428,54,0.356,0.251,13.79,0.135,0.25,1.006,0.932,82.6,10,0.677,0.273,0.683,1,1,0.006,0.773,0.671,1.05,49.7,1
HLT05,HealTrust Health,Healthcare,Asia,2021,3,2021-Q3,Sales,213.9,134.84,14286,1814.5,0.272,181.59,116.96,813.32,876.1,0.302,14.59,0.447,28,0.515,0.259,9.61,0.245,0.17,0.0,0.955,65.8,10,0.562,0.342,0.785,1,0,0.04,0.661,0.586,5.2,47.4,1
HLT05,HealTrust Health,Healthcare,Asia,2021,3,2021-Q3,HR,42.75,38.13,7154,235.1,0.339,27.82,0.0,84.86,157.2,0.213,12.72,0.475,48,0.514,0.304,15.66,0.214,0.43,0.151,0.964,68.3,10,0.619,0.229,0.833,0,0,0.0,0.724,0.555,2.64,49.1,1
HLT05,HealTrust Health,Healthcare,Europe,2021,3,2021-Q3,Finance,50.03,38.21,2502,558.1,0.257,39.01,28.44,137.1,328.9,0.412,25.57,0.608,40,0.408,0.444,17.29,0.208,0.16,0.0,0.932,66.0,10,0.607,0.314,0.809,0,0,0.029,0.698,0.664,4.09,49.8,1
HLT05,HealTrust Health,Healthcare,North America,2021,3,2021-Q3,IT,75.4,66.96,1806,330.1,0.368,50.99,10.05,124.61,395.1,0.323,13.03,0.618,66,0.38,0.24,23.64,0.162,0.17,0.111,0.951,74.0,10,0.485,0.297,0.805,1,0,0.165,0.777,0.582,2.46,51.8,0
HLT05,HealTrust Health,Healthcare,Europe,2021,3,2021-Q3,Facilities,192.36,132.14,12933,980.2,0.274,73.9,67.11,304.36,571.5,0.442,199.96,0.296,118,0.434,0.237,12.68,0.194,0.57,0.248,0.956,67.5,10,0.561,0.296,0.882,0,0,0.0,0.826,0.385,2.32,48.2,0
HLT05,HealTrust Health,Healthcare,Asia,2021,4,2021-Q4,Operations,267.94,181.8,14550,1301.9,0.201,129.09,66.83,658.13,1355.3,0.173,28.76,0.462,83,0.481,0.328,13.4,0.173,1.2,1.057,0.903,72.2,10,0.626,0.28,0.796,0,4,0.22,0.706,0.387,3.19,48.4,0
HLT05,HealTrust Health,Healthcare,North America,2021,4,2021-Q4,Supply Chain,138.81,101.43,15152,574.6,0.282,40.82,34.81,372.55,1344.9,0.384,51.47,0.494,62,0.431,0.33,1.0,0.21,0.05,0.0,0.868,82.2,10,0.637,0.28,0.835,1,1,0.16,0.669,0.496,3.23,47.4,0
HLT05,HealTrust Health,Healthcare,North America,2021,4,2021-Q4,R&D,112.34,73.28,8464,315.4,0.302,41.51,20.93,256.41,166.1,0.476,44.53,0.346,5,0.484,0.363,18.39,0.192,0.13,1.272,0.928,79.8,10,0.663,0.29,0.683,0,0,0.16,0.804,0.664,2.84,50.3,1
HLT05,HealTrust Health,Healthcare,Asia,2021,4,2021-Q4,Sales,207.41,181.87,5161,2916.9,0.359,247.73,151.43,1704.29,1174.3,0.317,469.46,0.425,132,0.303,0.275,13.14,0.318,0.24,0.0,1.011,68.4,10,0.646,0.242,0.765,0,0,0.083,0.563,0.453,10.14,52.8,0
HLT05,HealTrust Health,Healthcare,Latin America,2021,4,2021-Q4,HR,47.15,26.56,12608,177.9,0.38,0.0,11.5,30.48,147.3,0.361,23.08,0.166,63,0.403,0.252,20.81,0.075,0.05,1.357,0.944,70.6,10,0.624,0.285,0.752,0,1,0.232,0.583,0.551,0.89,44.9,2
HLT05,HealTrust Health,Healthcare,Latin America,2021,4,2021-Q4,Finance,68.28,38.52,7012,269.7,0.423,15.38,3.86,82.67,332.4,0.269,13.25,0.452,5,0.388,0.348,21.14,0.2,0.43,0.799,0.911,74.0,10,0.717,0.288,0.817,0,0,0.225,0.712,0.583,1.49,53.2,0
HLT05,HealTrust Health,Healthcare,Europe,2021,4,2021-Q4,IT,83.32,71.71,3119,631.4,0.256,89.24,52.75,538.6,186.3,0.309,37.75,0.374,49,0.438,0.338,21.1,0.135,0.49,0.0,0.912,78.2,10,0.669,0.305,0.751,1,0,0.214,0.666,0.63,8.17,49.5,0
HLT05,HealTrust Health,Healthcare,North America,2021,4,2021-Q4,Facilities,165.35,132.38,42486,756.7,0.342,65.83,33.05,422.61,1202.3,0.26,25.44,0.331,5,0.412,0.293,14.75,0.244,0.88,1.547,0.905,71.1,10,0.598,0.318,0.616,0,0,0.0,0.718,0.415,3.15,48.9,2
HLT05,HealTrust Health,Healthcare,Europe,2022,1,2022-Q1,Operations,292.11,201.45,8066,1080.8,0.355,114.24,71.5,429.16,1101.8,0.436,134.6,0.719,102,0.345,0.272,19.32,0.134,1.01,0.0,0.983,74.4,10,0.651,0.311,0.697,0,1,0.176,0.895,0.667,2.11,58.5,0
HLT05,HealTrust Health,Healthcare,North America,2022,1,2022-Q1,Supply Chain,142.31,115.79,6347,782.2,0.246,114.64,66.44,956.18,2137.3,0.508,63.28,0.423,5,0.238,0.313,19.98,0.086,0.67,0.892,0.91,70.5,10,0.591,0.319,0.777,0,0,0.066,0.72,0.718,7.99,48.5,0
HLT05,HealTrust Health,Healthcare,Asia,2022,1,2022-Q1,R&D,117.81,78.39,1546,1632.3,0.307,133.78,105.43,598.04,821.3,0.384,45.46,0.417,100,0.463,0.292,11.92,0.136,0.33,0.432,0.924,66.5,10,0.633,0.336,0.784,0,1,0.28,0.733,0.713,7.11,47.2,0
HLT05,HealTrust Health,Healthcare,North America,2022,1,2022-Q1,Sales,189.9,120.02,5252,1625.1,0.325,158.89,90.33,958.52,1562.8,0.588,58.49,0.394,93,0.386,0.353,15.41,0.155,0.62,0.976,0.991,70.8,10,0.647,0.316,0.848,0,0,0.254,0.902,0.686,6.36,54.9,3
HLT05,HealTrust Health,Healthcare,North America,2022,1,2022-Q1,HR,45.07,26.94,4050,185.8,0.203,26.06,9.66,123.78,207.3,0.453,18.26,0.496,16,0.395,0.212,14.43,0.182,0.25,0.0,0.94,68.8,10,0.61,0.301,0.78,0,1,0.016,0.584,0.763,3.54,47.9,0
HLT05,HealTrust Health,Healthcare,Asia,2022,1,2022-Q1,Finance,57.2,48.91,4315,332.2,0.345,24.04,21.6,115.63,457.9,0.417,15.86,0.404,42,0.404,0.273,21.19,0.204,0.39,0.831,0.96,72.8,10,0.614,0.332,0.817,0,0,0.147,0.755,0.69,2.82,53.3,0
HLT05,HealTrust Health,Healthcare,Latin America,2022,1,2022-Q1,IT,80.48,56.59,1236,616.4,0.441,32.52,36.82,258.24,675.5,0.356,32.23,0.235,5,0.342,0.362,15.4,0.089,0.35,0.0,0.928,74.5,10,0.559,0.329,0.769,1,1,0.061,1.0,0.679,4.07,47.0,0
HLT05,HealTrust Health,Healthcare,Asia,2022,1,2022-Q1,Facilities,136.75,106.42,13663,710.9,0.234,78.35,41.18,451.72,430.1,0.499,88.25,0.562,32,0.33,0.402,13.51,0.149,0.88,0.416,0.919,70.6,10,0.605,0.335,0.727,0,1,0.0,0.798,0.676,4.18,51.1,1
HLT05,HealTrust Health,Healthcare,North America,2022,2,2022-Q2,Operations,277.32,164.2,12869,1640.6,0.464,139.04,92.39,899.35,839.0,0.34,69.95,0.646,54,0.316,0.352,14.11,0.225,1.28,1.048,0.951,65.5,10,0.61,0.331,0.71,0,1,0.0,0.772,0.712,4.08,57.6,0
HLT05,HealTrust Health,Healthcare,Asia,2022,2,2022-Q2,Supply Chain,173.29,113.65,22746,887.1,0.232,93.73,64.24,479.55,649.1,0.325,40.72,0.428,112,0.226,0.346,9.33,0.122,0.05,0.0,0.995,75.6,10,0.582,0.341,0.854,0,0,0.096,0.923,0.782,3.68,46.6,0
HLT05,HealTrust Health,Healthcare,North America,2022,2,2022-Q2,R&D,122.65,107.09,4258,511.5,0.374,67.26,49.14,345.83,197.4,0.401,58.78,0.539,15,0.402,0.363,17.44,0.257,0.35,0.238,0.923,74.6,10,0.657,0.304,0.813,1,1,0.098,0.677,0.569,3.77,55.1,0
HLT05,HealTrust Health,Healthcare,Latin America,2022,2,2022-Q2,Sales,263.6,201.02,1531,2133.9,0.413,143.97,117.84,1099.64,970.3,0.167,85.16,0.359,21,0.49,0.344,10.64,0.181,0.15,0.414,0.955,85.4,10,0.553,0.309,0.761,1,0,0.222,0.801,0.723,5.16,48.7,0
HLT05,HealTrust Health,Healthcare,Latin America,2022,2,2022-Q2,HR,46.28,36.19,3342,372.9,0.491,31.31,31.51,166.6,444.3,0.31,14.15,0.493,21,0.366,0.334,19.55,0.069,0.31,0.0,0.899,80.4,10,0.642,0.315,0.817,0,1,0.247,0.814,0.718,4.96,51.3,0
HLT05,HealTrust Health,Healthcare,North America,2022,2,2022-Q2,Finance,63.96,55.88,1992,400.6,0.372,30.62,27.53,216.8,199.1,0.274,63.42,0.449,5,0.375,0.504,12.95,0.154,0.26,0.011,0.927,74.9,10,0.673,0.319,0.713,0,1,0.028,0.771,0.739,4.3,48.3,0
HLT05,HealTrust Health,Healthcare,Latin America,2022,2,2022-Q2,IT,92.37,74.28,3664,639.8,0.436,77.01,36.66,386.64,590.2,0.197,24.66,0.306,5,0.35,0.391,15.74,0.24,0.17,0.0,0.913,82.7,10,0.693,0.306,0.691,1,0,0.011,0.772,0.636,5.42,50.5,0
HLT05,HealTrust Health,Healthcare,Asia,2022,2,2022-Q2,Facilities,171.01,119.79,8755,954.0,0.355,90.78,56.74,344.18,334.2,0.391,67.93,0.622,135,0.412,0.215,15.08,0.141,1.3,0.716,0.962,77.9,10,0.628,0.348,0.746,0,2,0.224,0.787,0.672,2.88,58.1,0
HLT05,HealTrust Health,Healthcare,Latin America,2022,3,2022-Q3,Operations,257.6,143.1,12489,932.6,0.386,81.89,46.71,440.77,612.4,0.439,131.31,0.518,118,0.384,0.364,17.36,0.185,0.96,0.35,0.946,75.1,10,0.649,0.312,0.804,0,0,0.085,0.765,0.654,2.21,56.7,1
HLT05,HealTrust Health,Healthcare,Europe,2022,3,2022-Q3,Supply Chain,120.24,75.34,11651,771.0,0.407,60.21,35.71,276.41,326.4,0.283,88.58,0.457,5,0.511,0.371,6.44,0.207,0.6,0.128,0.954,72.1,10,0.651,0.341,0.709,1,0,0.0,0.77,0.721,3.1,51.5,0
HLT05,HealTrust Health,Healthcare,Latin America,2022,3,2022-Q3,R&D,89.84,79.95,3205,509.7,0.45,55.75,18.43,287.86,407.3,0.451,101.2,0.487,5,0.487,0.284,17.02,0.167,0.05,0.877,0.867,65.1,10,0.651,0.326,0.742,0,0,0.186,0.78,0.625,4.03,49.2,1
HLT05,HealTrust Health,Healthcare,Europe,2022,3,2022-Q3,Sales,242.76,217.58,3955,1647.8,0.27,151.62,94.04,555.77,1618.3,0.498,22.59,0.44,5,0.357,0.267,14.82,0.18,0.15,0.812,0.964,77.3,10,0.623,0.293,0.773,0,0,0.155,0.785,0.636,3.3,50.8,3
HLT05,HealTrust Health,Healthcare,Asia,2022,3,2022-Q3,HR,40.8,29.5,6496,205.6,0.338,23.32,12.13,117.26,288.8,0.367,25.08,0.701,62,0.597,0.254,24.2,0.13,0.37,0.519,0.935,77.5,10,0.666,0.289,0.88,0,1,0.0,0.724,0.56,3.74,54.8,0
HLT05,HealTrust Health,Healthcare,Latin America,2022,3,2022-Q3,Finance,45.6,34.78,4834,193.2,0.346,13.92,0.81,48.75,119.8,0.511,40.33,0.405,5,0.329,0.231,7.71,0.098,0.05,0.0,0.946,81.7,10,0.669,0.288,0.765,0,0,0.245,0.712,0.634,1.39,49.0,0
HLT05,HealTrust Health,Healthcare,Latin America,2022,3,2022-Q3,IT,59.19,47.94,9535,511.0,0.335,29.76,30.27,217.86,419.2,0.633,33.5,0.595,21,0.402,0.325,13.43,0.189,0.06,0.0,1.007,73.6,10,0.593,0.317,0.747,2,0,0.197,0.77,0.53,4.69,56.3,0
HLT05,HealTrust Health,Healthcare,Latin America,2022,3,2022-Q3,Facilities,173.9,135.5,19512,1090.3,0.422,96.65,52.66,314.11,799.1,0.244,82.83,0.48,100,0.462,0.422,10.03,0.131,1.12,0.0,0.904,77.2,10,0.608,0.364,0.798,0,0,0.104,0.789,0.589,2.66,52.0,0
HLT05,HealTrust Health,Healthcare,Asia,2022,4,2022-Q4,Operations,283.05,184.59,11057,597.0,0.329,62.04,38.68,201.52,2306.9,0.465,112.18,0.323,85,0.352,0.339,17.09,0.276,0.69,1.783,0.977,76.3,10,0.707,0.32,0.842,1,0,0.118,0.807,0.617,1.07,57.8,0
HLT05,HealTrust Health,Healthcare,Asia,2022,4,2022-Q4,Supply Chain,116.92,90.1,27706,630.4,0.36,61.66,41.43,547.42,250.5,0.372,65.68,0.467,19,0.523,0.189,8.24,0.209,0.06,0.0,0.98,81.6,10,0.578,0.256,0.707,0,2,0.0,0.866,0.637,5.56,49.5,0
HLT05,HealTrust Health,Healthcare,Europe,2022,4,2022-Q4,R&D,133.91,103.18,3656,845.8,0.451,81.8,43.92,559.69,701.8,0.562,43.17,0.452,98,0.404,0.338,14.21,0.216,0.13,0.0,0.871,70.2,10,0.667,0.311,0.725,0,2,0.334,0.829,0.649,5.12,51.9,0
HLT05,HealTrust Health,Healthcare,North America,2022,4,2022-Q4,Sales,308.61,211.23,6746,2580.1,0.315,258.65,148.59,980.01,1393.7,0.371,34.2,0.52,105,0.326,0.266,13.96,0.249,0.08,1.841,0.911,70.6,10,0.675,0.339,0.833,1,0,0.0,0.823,0.587,4.5,51.3,0
HLT05,HealTrust Health,Healthcare,Asia,2022,4,2022-Q4,HR,38.32,27.06,2448,342.9,0.315,39.13,43.92,233.73,287.9,0.255,34.05,0.487,165,0.236,0.396,15.92,0.089,0.19,0.246,0.981,84.3,10,0.687,0.281,0.848,0,1,0.017,0.778,0.571,8.27,50.1,0
HLT05,HealTrust Health,Healthcare,Latin America,2022,4,2022-Q4,Finance,53.6,41.73,3083,268.5,0.499,13.84,8.8,99.74,361.3,0.433,30.68,0.585,51,0.403,0.32,14.5,0.198,0.52,0.0,0.945,69.1,10,0.57,0.273,0.72,0,2,0.0,0.694,0.581,2.28,53.6,1
HLT05,HealTrust Health,Healthcare,Europe,2022,4,2022-Q4,IT,76.3,49.73,5004,365.4,0.551,42.92,22.96,289.97,841.3,0.317,22.95,0.827,5,0.507,0.298,13.19,0.098,0.32,0.0,0.941,62.6,10,0.644,0.264,0.776,0,1,0.022,0.749,0.614,4.66,52.3,2
HLT05,HealTrust Health,Healthcare,Latin America,2022,4,2022-Q4,Facilities,169.48,121.6,24748,588.8,0.365,62.86,18.67,351.05,223.5,0.283,123.8,0.432,12,0.311,0.277,11.32,0.186,1.21,0.0,0.94,73.0,10,0.649,0.34,0.77,0,1,0.0,0.602,0.61,2.55,53.3,0
HLT05,HealTrust Health,Healthcare,Latin America,2023,1,2023-Q1,Operations,297.43,261.87,15890,2254.7,0.381,186.64,117.66,875.51,1651.3,0.468,156.46,0.282,64,0.303,0.252,13.05,0.241,0.96,0.762,0.947,78.3,10,0.632,0.358,0.852,0,1,0.311,0.893,0.658,3.97,56.6,0
HLT05,HealTrust Health,Healthcare,Asia,2023,1,2023-Q1,Supply Chain,157.6,128.75,15354,1234.3,0.436,119.16,72.08,708.11,798.6,0.65,102.25,0.342,66,0.488,0.156,18.75,0.15,0.56,0.197,0.97,81.2,10,0.669,0.343,0.756,1,0,0.041,0.887,0.88,5.71,58.1,0
HLT05,HealTrust Health,Healthcare,North America,2023,1,2023-Q1,R&D,102.17,84.55,5753,408.0,0.535,39.79,12.29,108.75,499.1,0.444,184.84,0.425,31,0.295,0.296,21.74,0.103,0.42,0.436,0.959,82.1,10,0.594,0.38,0.925,0,0,0.02,0.852,0.853,1.57,56.7,3
HLT05,HealTrust Health,Healthcare,Latin America,2023,1,2023-Q1,Sales,225.34,198.95,5298,2043.8,0.381,132.88,98.86,476.78,1747.6,0.411,47.01,0.664,26,0.341,0.351,10.74,0.191,0.58,0.697,0.964,77.3,10,0.624,0.39,0.761,1,0,0.112,0.818,0.793,3.14,57.0,2
HLT05,HealTrust Health,Healthcare,Asia,2023,1,2023-Q1,HR,45.92,26.24,3130,75.7,0.273,0.0,0.0,0.0,23.2,0.575,18.36,0.399,58,0.393,0.228,19.48,0.163,0.18,0.0,0.929,83.4,10,0.59,0.306,0.816,0,1,0.108,0.895,0.772,0.0,51.6,0
HLT05,HealTrust Health,Healthcare,Europe,2023,1,2023-Q1,Finance,77.63,68.23,5104,224.7,0.489,51.62,13.23,213.42,77.2,0.5,17.99,0.429,125,0.468,0.241,14.19,0.176,0.41,0.0,0.942,66.1,10,0.682,0.32,0.838,0,3,0.293,0.857,0.757,3.58,54.3,0
HLT05,HealTrust Health,Healthcare,Latin America,2023,1,2023-Q1,IT,91.21,68.11,2768,475.7,0.531,20.97,29.19,129.01,1019.7,0.359,48.58,0.431,85,0.343,0.336,17.09,0.185,0.33,0.686,0.98,80.7,10,0.666,0.351,0.786,1,4,0.0,0.805,0.759,1.96,57.2,0
HLT05,HealTrust Health,Healthcare,Europe,2023,1,2023-Q1,Facilities,156.95,120.41,23420,1231.3,0.444,76.42,39.39,516.2,452.6,0.422,168.8,0.51,86,0.327,0.348,14.03,0.236,0.84,0.0,1.004,72.5,10,0.649,0.313,0.865,0,0,0.275,0.871,0.723,4.03,59.5,1
HLT05,HealTrust Health,Healthcare,Asia,2023,2,2023-Q2,Operations,335.12,223.4,18828,1899.5,0.42,142.06,82.21,926.43,1156.8,0.499,52.93,0.743,31,0.227,0.301,21.79,0.229,1.05,0.525,0.955,69.7,10,0.55,0.336,0.889,1,2,0.0,0.791,0.713,3.43,61.9,1
HLT05,HealTrust Health,Healthcare,Asia,2023,2,2023-Q2,Supply Chain,138.62,89.77,7502,378.9,0.38,59.44,46.09,496.7,782.1,0.442,49.41,0.777,71,0.308,0.18,15.71,0.16,0.05,0.207,0.943,76.1,10,0.669,0.375,0.865,0,4,0.0,0.969,0.783,4.34,55.8,1
HLT05,HealTrust Health,Healthcare,Asia,2023,2,2023-Q2,R&D,110.01,69.56,5827,735.7,0.326,53.28,30.42,364.21,398.6,0.409,46.83,0.457,5,0.471,0.273,15.67,0.174,0.36,0.0,0.91,72.5,10,0.656,0.308,0.789,0,1,0.181,0.729,0.643,4.07,50.2,0
HLT05,HealTrust Health,Healthcare,Asia,2023,2,2023-Q2,Sales,238.37,174.22,4959,1428.5,0.347,107.8,80.91,841.79,583.2,0.6,110.06,0.653,88,0.436,0.246,15.8,0.197,0.16,0.995,0.9,84.1,10,0.551,0.325,0.866,0,1,0.0,0.776,0.783,4.32,54.6,0
HLT05,HealTrust Health,Healthcare,Asia,2023,2,2023-Q2,HR,43.31,26.81,3465,522.3,0.387,47.55,33.54,343.69,301.3,0.412,21.45,0.502,5,0.517,0.157,21.51,0.129,0.15,0.237,0.915,74.1,10,0.606,0.323,0.762,0,1,0.27,0.741,0.661,9.81,50.8,0
HLT05,HealTrust Health,Healthcare,North America,2023,2,2023-Q2,Finance,63.52,41.52,1130,278.4,0.3,22.73,4.67,54.87,275.2,0.468,41.4,0.584,5,0.365,0.495,18.79,0.15,0.19,0.0,0.994,74.7,10,0.682,0.355,0.891,1,2,0.194,0.641,0.864,1.3,56.1,0
